latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.2214413,-75.47659,1493.0,-18000,America/Bogota,GMT-5

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm)
2018-11-29,26.2,15.8,6.90
2018-11-30,24.9,16.5,20.30
2018-12-01,24.4,15.0,4.60
2018-12-02,25.2,16.5,0.10
2018-12-03,25.7,16.6,0.90
2018-12-04,23.9,16.9,10.20
2018-12-05,24.1,16.6,15.10
2018-12-06,25.3,15.5,0.60
2018-12-07,24.5,15.6,5.40
2018-12-08,24.5,15.2,9.00
2018-12-09,25.0,15.7,0.90
2018-12-10,26.4,14.6,1.90
2018-12-11,26.0,16.5,0.80
2018-12-12,25.2,16.8,0.60
2018-12-13,25.7,16.8,0.50
2018-12-14,24.3,14.8,3.40
2018-12-15,25.5,14.9,5.40
2018-12-16,26.0,15.9,0.00
2018-12-17,24.4,15.6,1.10
2018-12-18,24.4,16.5,0.70
2018-12-19,26.1,16.3,0.40
2018-12-20,25.4,15.9,0.40
2018-12-21,24.2,16.2,0.00
2018-12-22,24.7,14.0,0.00
2018-12-23,25.7,14.4,0.40
2018-12-24,25.6,14.2,0.90
2018-12-25,26.2,15.5,0.20
2018-12-26,26.9,14.7,1.70
2018-12-27,26.4,14.8,0.10
2018-12-28,26.0,15.9,0.20
2018-12-29,25.9,16.4,0.30
2018-12-30,25.7,15.6,0.60
2018-12-31,25.3,14.2,0.00
2019-01-01,27.0,13.6,0.10
2019-01-02,27.1,14.0,0.00
2019-01-03,26.3,12.0,0.00
2019-01-04,26.6,13.5,0.10
2019-01-05,28.5,15.6,0.00
2019-01-06,26.2,16.8,20.50
2019-01-07,22.7,14.7,1.30
2019-01-08,26.2,14.3,2.30
2019-01-09,20.9,15.2,2.90
2019-01-10,24.3,13.1,3.30
2019-01-11,23.7,14.4,0.50
2019-01-12,23.0,14.9,8.80
2019-01-13,23.7,15.7,4.60
2019-01-14,23.8,14.8,3.30
2019-01-15,25.7,14.6,0.20
2019-01-16,24.7,15.7,1.20
2019-01-17,23.9,16.2,1.20
2019-01-18,25.6,14.4,1.90
2019-01-19,26.4,15.0,0.50
2019-01-20,26.0,15.7,0.50
2019-01-21,24.4,15.8,3.90
2019-01-22,26.3,15.9,0.20
2019-01-23,27.2,16.0,0.00
2019-01-24,27.7,16.8,0.30
2019-01-25,25.9,16.4,0.90
2019-01-26,27.2,15.5,0.40
2019-01-27,25.8,16.1,3.50
2019-01-28,25.1,15.6,9.20
2019-01-29,26.4,14.7,0.00
2019-01-30,25.6,15.5,0.40
2019-01-31,25.7,16.0,3.40
2019-02-01,26.2,16.1,5.10
2019-02-02,26.0,16.5,1.10
2019-02-03,26.5,16.6,0.60
2019-02-04,26.1,16.1,5.50
2019-02-05,26.5,17.1,2.00
2019-02-06,25.7,17.1,4.40
2019-02-07,25.0,17.4,7.60
2019-02-08,25.9,16.3,7.60
2019-02-09,23.7,17.4,1.80
2019-02-10,25.0,16.4,3.30
2019-02-11,26.3,16.4,12.70
2019-02-12,27.3,16.8,1.90
2019-02-13,27.4,15.8,0.60
2019-02-14,25.2,17.0,4.70
2019-02-15,27.6,16.1,0.70
2019-02-16,25.2,18.1,3.70
2019-02-17,25.2,17.3,2.50
2019-02-18,25.2,16.5,3.10
2019-02-19,23.7,15.7,8.80
2019-02-20,25.7,13.9,3.60
2019-02-21,27.9,16.6,0.30
2019-02-22,28.4,15.9,0.90
2019-02-23,25.4,17.1,9.00
2019-02-24,26.7,16.0,2.40
2019-02-25,26.1,14.0,1.50
2019-02-26,23.2,16.7,19.80
2019-02-27,23.7,15.2,14.70
2019-02-28,25.5,13.6,8.50
2019-03-01,25.9,14.0,11.50
2019-03-02,24.4,15.2,1.30
2019-03-03,26.3,14.8,4.70
2019-03-04,27.0,15.7,9.20
2019-03-05,25.5,15.5,1.30
2019-03-06,27.0,17.6,2.10
2019-03-07,24.2,17.5,7.90
2019-03-08,26.3,16.7,1.30
2019-03-09,26.6,15.7,0.40
2019-03-10,26.3,16.2,12.50
2019-03-11,25.3,16.0,1.30
2019-03-12,27.2,16.3,2.30
2019-03-13,27.5,17.4,1.20
2019-03-14,24.6,18.0,8.60
2019-03-15,26.3,15.4,3.00
2019-03-16,26.8,17.1,1.20
2019-03-17,26.1,17.0,1.70
2019-03-18,24.9,17.0,2.90
2019-03-19,24.0,17.1,11.00
2019-03-20,25.2,15.1,21.00
2019-03-21,25.4,13.4,13.40
2019-03-22,25.6,15.2,6.10
2019-03-23,23.6,15.1,8.60
2019-03-24,25.4,15.8,15.50
2019-03-25,26.6,16.5,9.40
2019-03-26,25.8,16.7,11.20
2019-03-27,26.5,16.8,0.30
2019-03-28,26.7,17.6,25.80
2019-03-29,22.8,16.9,20.90
2019-03-30,26.9,15.8,0.80
2019-03-31,27.6,17.2,2.70
2019-04-01,26.6,16.9,11.10
2019-04-02,24.5,15.4,7.30
2019-04-03,27.1,13.6,0.40
2019-04-04,25.3,15.7,4.00
2019-04-05,25.4,16.2,19.30
2019-04-06,25.6,15.4,4.40
2019-04-07,25.1,16.3,5.50
2019-04-08,27.0,15.5,0.30
2019-04-09,25.4,16.1,25.00
2019-04-10,25.0,14.8,15.20
2019-04-11,25.7,15.1,3.90
2019-04-12,26.8,15.4,0.90
2019-04-13,27.8,16.6,3.30
2019-04-14,26.5,16.3,10.50
2019-04-15,26.5,15.7,2.00
2019-04-16,26.3,14.1,1.10
2019-04-17,24.3,17.1,15.80
2019-04-18,25.8,16.0,19.20
2019-04-19,25.2,17.1,8.80
2019-04-20,25.2,16.4,6.00
2019-04-21,25.1,16.9,12.10
2019-04-22,23.9,16.6,17.20
2019-04-23,26.2,15.4,21.30
2019-04-24,24.6,16.4,4.00
2019-04-25,24.7,15.6,4.10
2019-04-26,26.2,17.3,8.90
2019-04-27,27.4,17.0,1.30
2019-04-28,26.6,16.7,0.10
2019-04-29,26.3,15.1,0.00
2019-04-30,26.6,16.5,0.00
2019-05-01,26.3,15.8,0.00
2019-05-02,27.5,17.0,0.00
2019-05-03,26.7,15.8,0.20
2019-05-04,26.4,15.5,0.30
2019-05-05,28.1,16.5,1.80
2019-05-06,28.5,17.3,0.30
2019-05-07,28.1,17.4,0.80
2019-05-08,23.3,17.2,5.70
2019-05-09,26.0,17.0,15.60
2019-05-10,24.2,15.4,7.20
2019-05-11,26.3,16.4,18.30
2019-05-12,26.4,16.7,8.30
2019-05-13,26.5,13.9,0.30
2019-05-14,25.5,16.3,14.10
2019-05-15,25.6,16.2,4.60
2019-05-16,26.6,15.4,2.50
2019-05-17,25.5,14.6,1.10
2019-05-18,25.2,15.5,20.20
2019-05-19,21.9,15.4,11.40
2019-05-20,26.5,15.4,17.40
2019-05-21,26.6,15.8,0.60
2019-05-22,27.1,16.3,3.70
2019-05-23,23.9,16.1,21.20
2019-05-24,27.2,14.0,4.20
2019-05-25,23.6,16.7,19.00
2019-05-26,26.8,14.3,1.80
2019-05-27,25.9,15.8,44.30
2019-05-28,23.5,17.1,8.20
2019-05-29,25.6,14.5,3.20
2019-05-30,24.0,16.7,15.80
2019-05-31,25.1,15.8,10.40
2019-06-01,23.6,15.1,3.40
2019-06-02,25.2,14.5,3.00
2019-06-03,26.5,17.0,0.30
2019-06-04,26.6,16.0,0.10
2019-06-05,27.6,16.8,2.80
2019-06-06,25.5,16.5,17.20
2019-06-07,22.0,14.6,12.10
2019-06-08,26.0,14.6,5.40
2019-06-09,27.1,15.9,0.00
2019-06-10,25.5,15.7,16.40
2019-06-11,26.8,13.7,3.90
2019-06-12,25.6,16.9,1.20
2019-06-13,25.8,15.3,11.40
2019-06-14,26.5,15.6,0.50
2019-06-15,24.8,16.9,6.30
2019-06-16,26.3,15.0,0.60
2019-06-17,26.6,15.2,0.10
2019-06-18,26.5,15.8,0.00
2019-06-19,26.3,16.3,0.00
2019-06-20,25.4,13.8,0.00
2019-06-21,26.2,13.8,0.00
2019-06-22,25.6,15.5,0.00
2019-06-23,26.4,15.2,0.10
2019-06-24,26.4,16.2,1.80
2019-06-25,24.4,16.7,8.50
2019-06-26,26.9,13.6,0.00
2019-06-27,28.0,16.6,0.00
2019-06-28,26.6,16.7,0.00
2019-06-29,26.5,15.1,0.10
2019-06-30,27.5,13.0,1.10
2019-07-01,26.8,15.4,4.70
2019-07-02,26.8,15.9,0.40
2019-07-03,25.6,16.0,5.60
2019-07-04,27.7,17.3,2.20
2019-07-05,27.3,15.7,2.80
2019-07-06,26.3,13.2,0.10
2019-07-07,27.0,13.5,0.10
2019-07-08,27.4,15.2,0.20
2019-07-09,25.3,16.3,0.50
2019-07-10,27.2,15.6,0.00
2019-07-11,27.0,16.3,0.10
2019-07-12,27.4,15.5,0.40
2019-07-13,25.8,15.8,0.30
2019-07-14,27.5,15.3,0.20
2019-07-15,27.1,15.5,8.40
2019-07-16,26.0,16.5,2.60
2019-07-17,27.3,15.3,3.30
2019-07-18,28.5,14.2,0.00
2019-07-19,27.2,16.4,0.00
2019-07-20,27.4,15.4,0.00
2019-07-21,28.0,15.2,0.30
2019-07-22,28.0,13.7,3.60
2019-07-23,26.3,16.1,1.80
2019-07-24,27.0,14.2,0.60
2019-07-25,27.9,15.5,1.20
2019-07-26,26.7,15.4,0.10
2019-07-27,27.4,15.6,0.80
2019-07-28,28.0,15.5,0.00
2019-07-29,29.1,16.4,0.10
2019-07-30,28.7,15.6,0.00
2019-07-31,28.4,15.7,0.00
2019-08-01,28.4,15.3,0.30
2019-08-02,28.4,16.5,0.80
2019-08-03,28.1,15.8,0.30
2019-08-04,28.4,15.2,0.00
2019-08-05,29.3,15.4,0.40
2019-08-06,29.4,12.9,0.20
2019-08-07,28.4,14.0,0.00
2019-08-08,28.7,16.2,0.10
2019-08-09,28.3,16.1,0.00
2019-08-10,28.8,15.0,0.00
2019-08-11,28.8,14.8,0.20
2019-08-12,29.4,14.5,0.00
2019-08-13,29.8,15.6,0.00
2019-08-14,29.1,14.9,1.30
2019-08-15,29.0,13.4,0.00
2019-08-16,26.2,14.0,16.30
2019-08-17,26.5,14.9,2.00
2019-08-18,28.1,13.5,0.00
2019-08-19,28.9,15.5,0.20
2019-08-20,27.3,13.5,0.00
2019-08-21,27.2,15.2,0.40
2019-08-22,28.0,16.2,0.00
2019-08-23,28.2,16.1,0.20
2019-08-24,27.8,14.1,0.60
2019-08-25,28.9,15.4,0.00
2019-08-26,27.9,15.0,0.00
2019-08-27,29.6,12.7,0.00
2019-08-28,28.1,14.4,0.70
2019-08-29,28.9,13.4,0.00
2019-08-30,29.1,15.4,0.00
2019-08-31,29.2,16.6,0.00
2019-09-01,29.3,16.4,0.10
2019-09-02,29.4,16.7,1.30
2019-09-03,29.8,17.0,0.80
2019-09-04,30.2,16.2,0.10
2019-09-05,28.7,16.6,0.30
2019-09-06,29.1,16.4,2.10
2019-09-07,29.3,17.7,0.20
2019-09-08,28.9,15.9,0.00
2019-09-09,29.4,16.4,0.80
2019-09-10,29.5,16.9,0.10
2019-09-11,31.1,16.4,0.10
2019-09-12,29.9,15.6,0.10
2019-09-13,30.0,17.5,1.50
2019-09-14,29.0,17.3,1.50
2019-09-15,29.6,14.9,0.90
2019-09-16,28.8,16.6,0.30
2019-09-17,27.9,15.9,18.20
2019-09-18,22.5,17.6,5.30
2019-09-19,24.9,16.8,19.20
2019-09-20,25.6,15.1,17.30
2019-09-21,25.2,16.3,8.20
2019-09-22,26.9,15.9,2.10
2019-09-23,25.9,17.0,20.10
2019-09-24,24.8,13.6,0.70
2019-09-25,25.5,15.5,13.00
2019-09-26,24.1,16.4,14.40
2019-09-27,27.2,17.4,0.10
2019-09-28,26.5,17.1,1.80
2019-09-29,25.2,15.1,0.80
2019-09-30,25.7,14.8,0.70
2019-10-01,25.5,15.1,0.80
2019-10-02,25.7,16.8,3.10
2019-10-03,23.0,14.7,0.20
2019-10-04,26.7,11.9,1.80
2019-10-05,26.0,16.2,5.90
2019-10-06,25.3,15.5,4.80
2019-10-07,26.3,14.7,0.10
2019-10-08,27.0,15.2,0.40
2019-10-09,27.5,15.9,0.40
2019-10-10,24.0,15.8,10.20
2019-10-11,24.8,14.8,19.00
2019-10-12,26.4,14.0,1.80
2019-10-13,26.5,16.3,2.20
2019-10-14,24.4,15.0,1.00
2019-10-15,25.7,14.2,0.30
2019-10-16,23.9,15.2,4.70
2019-10-17,26.6,13.9,13.60
2019-10-18,25.1,16.6,14.10
2019-10-19,24.9,15.9,2.10
2019-10-20,25.8,14.6,2.70
2019-10-21,24.8,15.8,5.50
2019-10-22,24.9,15.6,14.30
2019-10-23,24.1,16.4,12.30
2019-10-24,23.5,15.1,4.20
2019-10-25,24.9,15.6,8.00
2019-10-26,27.0,16.3,3.60
2019-10-27,23.9,16.5,1.10
2019-10-28,28.0,15.0,0.90
2019-10-29,26.2,16.8,7.00
2019-10-30,26.1,15.8,4.60
2019-10-31,27.0,16.7,0.00
2019-11-01,26.2,17.2,11.50
2019-11-02,24.3,16.4,6.90
2019-11-03,25.9,16.1,4.20
2019-11-04,27.5,17.1,2.10
2019-11-05,25.3,16.3,1.80
2019-11-06,26.6,17.0,2.90
2019-11-07,27.6,16.1,0.00
2019-11-08,27.1,17.0,4.70
2019-11-09,20.9,16.1,7.00
2019-11-10,24.7,14.5,5.40
2019-11-11,26.1,15.4,6.40
2019-11-12,24.3,16.7,13.40
2019-11-13,23.6,15.0,12.60
2019-11-14,24.0,15.0,9.90
2019-11-15,24.4,16.1,6.40
2019-11-16,25.2,14.7,13.60
2019-11-17,24.9,15.5,2.20
2019-11-18,24.6,15.0,8.30
2019-11-19,25.0,15.0,23.80
2019-11-20,25.6,15.3,0.80
2019-11-21,25.3,15.9,9.60
2019-11-22,24.7,15.6,2.50
2019-11-23,25.1,14.6,0.70
2019-11-24,25.3,14.9,0.80
2019-11-25,27.4,15.5,0.00
2019-11-26,26.8,17.7,0.30
2019-11-27,27.1,16.6,0.40
2019-11-28,26.8,16.2,0.20
2019-11-29,24.5,16.5,8.50
2019-11-30,25.5,14.5,0.30
2019-12-01,27.4,16.0,0.10
2019-12-02,26.7,16.8,0.40
2019-12-03,25.7,16.9,0.50
2019-12-04,26.0,15.7,2.20
2019-12-05,26.3,15.0,1.10
2019-12-06,25.8,17.1,4.20
2019-12-07,24.8,15.6,5.80
2019-12-08,24.7,14.8,0.00
2019-12-09,27.3,14.8,0.40
2019-12-10,25.9,16.3,8.10
2019-12-11,23.9,15.2,2.40
2019-12-12,24.8,14.7,0.30
2019-12-13,23.7,15.3,1.40
2019-12-14,23.4,14.4,10.00
2019-12-15,24.4,14.8,1.90
2019-12-16,26.5,16.3,4.50
2019-12-17,24.8,16.5,10.20
2019-12-18,24.9,15.1,18.60
2019-12-19,26.4,15.9,0.50
2019-12-20,26.8,17.2,1.30
2019-12-21,26.4,16.6,3.80
2019-12-22,25.9,16.7,0.20
2019-12-23,25.6,16.0,0.10
2019-12-24,27.1,14.7,0.00
2019-12-25,27.0,17.4,0.50
2019-12-26,28.1,16.7,0.50
2019-12-27,27.1,16.7,0.00
2019-12-28,26.5,16.5,0.70
2019-12-29,26.4,17.7,1.10
2019-12-30,22.6,16.9,3.70
2019-12-31,24.4,16.8,18.70
2020-01-01,26.7,16.7,2.00
2020-01-02,26.9,15.9,0.70
2020-01-03,27.0,14.4,0.00
2020-01-04,27.4,16.1,0.10
2020-01-05,25.1,16.0,0.00
2020-01-06,26.1,15.5,0.00
2020-01-07,26.2,12.2,0.00
2020-01-08,25.8,13.9,0.20
2020-01-09,26.5,12.8,0.30
2020-01-10,26.1,14.9,0.00
2020-01-11,25.6,13.4,0.10
2020-01-12,26.5,13.6,0.00
2020-01-13,26.8,14.2,0.00
2020-01-14,26.7,15.4,0.20
2020-01-15,26.0,15.8,0.30
2020-01-16,26.6,16.0,0.20
2020-01-17,27.6,14.3,0.00
2020-01-18,27.9,13.4,0.00
2020-01-19,28.0,13.6,0.00
2020-01-20,25.1,17.0,12.60
2020-01-21,26.1,14.2,28.10
2020-01-22,23.8,15.8,1.70
2020-01-23,25.7,14.6,1.10
2020-01-24,26.1,15.4,1.10
2020-01-25,27.1,17.0,0.40
2020-01-26,27.7,16.6,1.90
2020-01-27,24.7,17.0,7.80
2020-01-28,24.4,16.7,17.00
2020-01-29,26.0,16.4,0.70
2020-01-30,26.6,14.9,0.00
2020-01-31,26.7,16.1,0.10
2020-02-01,27.3,16.8,0.30
2020-02-02,25.3,17.5,1.10
2020-02-03,27.0,16.6,0.40
2020-02-04,27.5,16.3,0.10
2020-02-05,27.5,15.1,0.00
2020-02-06,27.5,15.4,0.00
2020-02-07,28.3,16.1,0.70
2020-02-08,25.6,15.2,3.80
2020-02-09,25.6,14.0,0.80
2020-02-10,26.5,15.4,1.50
2020-02-11,27.8,15.6,0.00
2020-02-12,27.8,13.3,0.00
2020-02-13,27.2,16.2,0.60
2020-02-14,26.2,16.4,2.00
2020-02-15,26.3,16.4,0.80
2020-02-16,27.5,16.7,0.80
2020-02-17,27.3,17.3,0.70
2020-02-18,28.1,16.2,0.00
2020-02-19,29.2,12.7,0.00
2020-02-20,26.2,15.6,1.30
2020-02-21,27.8,16.4,9.00
2020-02-22,26.8,16.3,11.30
2020-02-23,24.9,17.8,1.90
2020-02-24,26.9,18.1,4.80
2020-02-25,26.2,17.2,12.50
2020-02-26,27.3,16.7,0.80
2020-02-27,26.5,15.3,0.80
2020-02-28,26.5,15.9,0.10
2020-02-29,26.6,17.1,1.60
2020-03-01,25.1,17.8,11.90
2020-03-02,27.3,17.7,2.30
2020-03-03,27.4,18.3,1.00
2020-03-04,27.3,17.1,0.70
2020-03-05,28.7,17.0,0.00
2020-03-06,28.4,17.4,0.50
2020-03-07,25.9,17.3,2.70
2020-03-08,25.6,17.7,4.10
2020-03-09,26.8,17.3,1.20
2020-03-10,26.1,16.8,8.10
2020-03-11,24.8,15.2,24.00
2020-03-12,26.0,16.7,6.40
2020-03-13,25.5,16.9,47.00
2020-03-14,25.0,16.2,2.20
2020-03-15,26.3,16.0,0.20
2020-03-16,26.4,15.7,0.30
2020-03-17,27.2,15.5,0.00
2020-03-18,28.0,14.2,0.00
2020-03-19,26.9,14.8,0.30
2020-03-20,24.8,14.4,2.80
2020-03-21,24.5,14.3,2.60
2020-03-22,26.9,12.7,0.90
2020-03-23,26.0,15.0,1.10
2020-03-24,25.3,14.5,5.50
2020-03-25,26.1,13.8,1.20
2020-03-26,25.8,14.6,5.30
2020-03-27,27.5,15.3,0.00
2020-03-28,26.9,16.6,0.50
2020-03-29,26.5,15.6,1.00
2020-03-30,26.4,15.2,2.90
2020-03-31,26.3,15.3,10.10
2020-04-01,25.3,17.1,11.10
2020-04-02,26.9,14.7,1.40
2020-04-03,27.1,17.5,1.20
2020-04-04,27.2,18.2,1.80
2020-04-05,27.8,17.5,1.10
2020-04-06,26.9,17.3,0.60
2020-04-07,28.1,17.0,1.00
2020-04-08,28.6,17.4,0.70
2020-04-09,27.3,17.8,0.50
2020-04-10,28.2,17.7,4.70
2020-04-11,27.3,17.0,0.80
2020-04-12,26.2,17.1,13.30
2020-04-13,25.8,16.7,5.30
2020-04-14,24.9,16.1,15.70
2020-04-15,25.5,15.7,5.30
2020-04-16,26.7,14.8,0.00
2020-04-17,25.0,15.7,1.00
2020-04-18,24.7,16.0,12.10
2020-04-19,25.3,15.9,10.30
2020-04-20,26.1,14.8,1.40
2020-04-21,24.1,15.5,14.50
2020-04-22,25.8,13.0,9.80
2020-04-23,26.5,16.9,1.20
2020-04-24,25.4,16.9,3.60
2020-04-25,26.2,16.3,2.40
2020-04-26,27.2,15.4,13.40
2020-04-27,28.0,16.7,0.50
2020-04-28,28.2,18.0,3.50
2020-04-29,24.7,17.5,12.90
2020-04-30,24.8,17.0,11.30
2020-05-01,25.4,17.1,5.70
2020-05-02,27.9,17.1,1.20
2020-05-03,26.2,16.7,2.20
2020-05-04,27.5,17.5,1.50
2020-05-05,28.3,16.3,3.90
2020-05-06,27.4,17.3,0.20
2020-05-07,27.0,17.4,1.10
2020-05-08,26.3,16.6,1.20
2020-05-09,27.7,15.5,0.30
2020-05-10,28.5,17.6,0.50
2020-05-11,25.9,17.8,3.00
2020-05-12,26.1,17.7,11.00
2020-05-13,24.1,17.5,4.90
2020-05-14,26.7,15.9,1.30
2020-05-15,26.6,17.5,2.60
2020-05-16,28.7,17.3,1.10
2020-05-17,27.0,17.3,0.30
2020-05-18,28.6,17.0,1.10
2020-05-19,25.8,17.4,10.80
2020-05-20,27.4,16.5,0.10
2020-05-21,28.0,16.4,0.40
2020-05-22,28.4,17.1,0.80
2020-05-23,28.4,16.7,0.20
2020-05-24,28.4,17.4,0.80
2020-05-25,29.0,17.5,0.90
2020-05-26,28.4,17.8,0.20
2020-05-27,26.3,17.2,10.80
2020-05-28,23.3,16.3,13.50
2020-05-29,24.5,17.1,20.50
2020-05-30,22.9,16.5,13.70
2020-05-31,24.5,15.8,13.10
2020-06-01,25.3,14.9,1.10
2020-06-02,25.2,14.7,12.10
2020-06-03,22.7,15.0,3.50
2020-06-04,26.8,15.7,0.50
2020-06-05,27.8,16.6,0.90
2020-06-06,26.7,16.0,0.10
2020-06-07,26.6,13.7,0.20
2020-06-08,27.0,14.4,0.00
2020-06-09,26.6,13.1,5.00
2020-06-10,20.7,15.1,6.30
2020-06-11,25.1,13.7,5.70
2020-06-12,24.7,17.1,13.60
2020-06-13,25.5,14.7,0.70
2020-06-14,26.8,16.5,0.50
2020-06-15,26.8,16.2,1.70
2020-06-16,27.2,16.8,0.30
2020-06-17,23.7,16.5,10.80
2020-06-18,26.4,14.3,13.00
2020-06-19,26.7,16.6,2.00
2020-06-20,26.6,16.3,0.50
2020-06-21,26.1,15.1,0.90
2020-06-22,26.7,16.2,0.10
2020-06-23,26.6,15.8,1.90
2020-06-24,25.6,15.8,0.30
2020-06-25,26.5,15.6,0.30
2020-06-26,25.7,15.9,3.50
2020-06-27,27.8,15.8,0.90
2020-06-28,21.5,15.7,3.60
2020-06-29,27.1,15.0,0.50
2020-06-30,26.2,16.1,8.70
2020-07-01,24.7,16.0,5.80
2020-07-02,25.8,15.9,3.10
2020-07-03,25.7,16.0,9.10
2020-07-04,25.6,15.7,15.80
2020-07-05,21.7,15.8,11.90
2020-07-06,26.1,15.3,2.10
2020-07-07,26.5,15.0,13.40
2020-07-08,25.0,14.8,17.60
2020-07-09,25.9,16.3,0.40
2020-07-10,25.7,16.2,3.30
2020-07-11,24.3,15.0,2.50
2020-07-12,24.5,15.5,14.30
2020-07-13,26.4,14.3,0.10
2020-07-14,25.6,15.8,0.10
2020-07-15,26.3,15.6,0.10
2020-07-16,25.8,14.8,15.90
2020-07-17,26.8,15.4,0.00
2020-07-18,27.1,15.6,0.30
2020-07-19,27.0,16.4,0.00
2020-07-20,27.6,16.9,3.90
2020-07-21,24.5,15.7,19.50
2020-07-22,23.9,16.2,3.40
2020-07-23,24.8,15.9,4.50
2020-07-24,24.2,15.5,4.80
2020-07-25,24.8,15.6,1.20
2020-07-26,26.2,15.4,10.50
2020-07-27,26.8,16.3,1.50
2020-07-28,26.8,16.3,2.80
2020-07-29,26.9,16.1,0.20
2020-07-30,27.3,17.1,8.90
2020-07-31,27.5,17.3,14.90
2020-08-01,27.4,15.5,0.00
2020-08-02,27.5,13.0,0.00
2020-08-03,27.4,14.5,0.20
2020-08-04,27.0,14.3,0.00
2020-08-05,26.9,14.1,0.80
2020-08-06,26.8,14.0,0.80
2020-08-07,27.1,16.2,0.30
2020-08-08,28.1,13.9,0.00
2020-08-09,28.1,13.3,0.60
2020-08-10,28.0,15.6,0.50
2020-08-11,27.7,16.3,3.80
2020-08-12,28.0,16.5,1.00
2020-08-13,28.2,17.1,2.00
2020-08-14,25.9,17.1,21.70
2020-08-15,22.8,16.1,7.20
2020-08-16,24.8,16.2,14.50
2020-08-17,22.5,16.6,1.50
2020-08-18,26.5,15.7,5.80
2020-08-19,24.2,16.3,2.60
2020-08-20,26.1,15.3,4.00
2020-08-21,25.3,16.8,5.10
2020-08-22,25.6,16.0,3.60
2020-08-23,25.2,16.1,21.00
2020-08-24,27.4,14.4,9.20
2020-08-25,24.3,15.8,17.90
2020-08-26,24.2,16.1,4.80
2020-08-27,25.1,15.9,0.80
2020-08-28,26.3,15.2,0.00
2020-08-29,24.8,15.1,9.40
2020-08-30,23.4,13.4,3.90
2020-08-31,25.1,13.3,3.70
2020-09-01,26.2,15.4,19.50
2020-09-02,22.9,16.5,28.30
2020-09-03,26.0,12.8,12.70
2020-09-04,25.4,16.9,23.10
2020-09-05,27.0,16.7,5.30
2020-09-06,27.5,16.3,1.20
2020-09-07,25.1,15.7,9.80
2020-09-08,21.0,14.5,9.30
2020-09-09,25.6,13.9,0.50
2020-09-10,26.4,15.7,0.60
2020-09-11,27.2,16.5,16.90
2020-09-12,25.7,15.5,16.10
2020-09-13,26.3,15.8,1.20
2020-09-14,26.4,16.2,0.30
2020-09-15,25.7,16.3,6.00
2020-09-16,25.0,15.1,7.30
2020-09-17,24.4,15.4,16.00
2020-09-18,24.5,15.4,7.50
2020-09-19,26.5,14.7,18.60
2020-09-20,24.7,16.4,9.80
2020-09-21,27.4,16.9,22.80
2020-09-22,28.1,16.0,0.70
2020-09-23,27.1,15.5,3.80
2020-09-24,27.0,16.1,3.40
2020-09-25,26.1,15.8,0.10
2020-09-26,26.1,15.4,9.60
2020-09-27,25.5,14.6,13.30
2020-09-28,26.1,15.0,3.40
2020-09-29,27.1,15.8,10.50
2020-09-30,26.0,15.0,0.60
2020-10-01,26.6,14.9,0.40
2020-10-02,24.0,15.3,7.00
2020-10-03,24.1,15.3,24.80
2020-10-04,24.2,15.6,19.20
2020-10-05,27.2,14.7,5.30
2020-10-06,24.7,15.6,3.00
2020-10-07,25.9,16.1,4.90
2020-10-08,26.0,15.2,1.50
2020-10-09,26.8,15.1,2.70
2020-10-10,26.8,14.4,0.10
2020-10-11,27.7,15.7,5.40
2020-10-12,26.6,16.3,2.30
2020-10-13,22.3,14.4,7.80
2020-10-14,25.0,13.3,1.00
2020-10-15,26.4,15.4,0.40
2020-10-16,27.2,16.3,0.00
2020-10-17,26.7,16.8,1.20
2020-10-18,26.4,15.9,8.60
2020-10-19,19.9,14.8,8.40
2020-10-20,26.2,12.8,7.50
2020-10-21,26.3,16.6,6.20
2020-10-22,26.5,17.1,1.30
2020-10-23,26.6,17.4,11.00
2020-10-24,21.6,15.3,9.40
2020-10-25,26.2,14.9,14.90
2020-10-26,26.6,16.3,1.70
2020-10-27,26.4,16.2,12.60
2020-10-28,24.7,16.4,1.40
2020-10-29,26.0,15.6,1.40
2020-10-30,24.1,16.2,4.20
2020-10-31,20.9,15.6,12.60
2020-11-01,24.2,16.7,9.20
2020-11-02,25.6,14.1,0.10
2020-11-03,24.9,14.0,5.70
2020-11-04,25.8,17.0,29.70
2020-11-05,23.8,15.6,0.80
2020-11-06,24.5,16.7,11.80
2020-11-07,25.5,14.7,9.10
2020-11-08,25.2,15.3,7.60
2020-11-09,24.3,16.8,11.10
2020-11-10,24.3,16.3,16.50
2020-11-11,21.8,16.2,9.60
2020-11-12,25.3,14.6,10.40
2020-11-13,24.5,15.0,6.60
2020-11-14,22.8,16.3,19.20
2020-11-15,25.0,13.4,1.10
2020-11-16,24.8,14.6,34.30
2020-11-17,21.4,16.3,8.80
2020-11-18,24.9,15.1,12.10
2020-11-19,23.8,16.2,4.90
2020-11-20,24.7,15.3,9.50
2020-11-21,24.7,14.9,5.70
2020-11-22,25.0,14.6,11.20
2020-11-23,25.9,15.6,18.20
2020-11-24,25.9,15.8,10.20
2020-11-25,24.8,16.8,8.60
2020-11-26,24.7,16.2,2.80
2020-11-27,24.1,15.1,8.40
2020-11-28,25.1,15.4,18.80
