latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
3.4094903,-76.4563,967.0,-18000,America/Bogota,GMT-5

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm)
2018-12-05,23.7,18.4,5.00
2018-12-06,25.5,18.1,10.30
2018-12-07,24.8,17.5,10.80
2018-12-08,25.8,17.8,30.20
2018-12-09,25.3,17.4,15.70
2018-12-10,26.3,16.9,2.50
2018-12-11,24.2,18.5,9.90
2018-12-12,25.7,18.4,42.40
2018-12-13,25.0,17.9,46.60
2018-12-14,21.6,18.0,20.90
2018-12-15,24.7,18.3,5.20
2018-12-16,25.6,17.8,18.60
2018-12-17,26.3,18.1,4.70
2018-12-18,25.4,18.4,12.20
2018-12-19,25.2,17.9,14.70
2018-12-20,24.5,18.0,21.90
2018-12-21,23.3,18.2,21.40
2018-12-22,24.9,17.6,8.40
2018-12-23,26.0,17.9,7.90
2018-12-24,24.4,18.6,7.90
2018-12-25,24.7,18.7,14.90
2018-12-26,24.9,17.8,11.60
2018-12-27,24.9,18.7,9.40
2018-12-28,26.0,18.4,26.50
2018-12-29,25.8,19.1,10.60
2018-12-30,25.1,18.8,14.70
2018-12-31,25.4,18.2,3.90
2019-01-01,27.4,19.2,2.10
2019-01-02,27.1,19.7,1.70
2019-01-03,26.9,18.4,14.60
2019-01-04,26.4,18.0,2.80
2019-01-05,26.1,19.0,3.90
2019-01-06,26.8,19.4,8.10
2019-01-07,23.3,18.8,20.50
2019-01-08,26.0,18.3,12.60
2019-01-09,22.2,18.1,9.80
2019-01-10,24.8,17.2,0.20
2019-01-11,24.8,17.7,3.20
2019-01-12,24.1,17.4,3.50
2019-01-13,23.0,17.8,2.30
2019-01-14,23.6,18.4,10.90
2019-01-15,25.4,18.1,8.00
2019-01-16,24.0,17.8,9.10
2019-01-17,25.4,17.8,15.80
2019-01-18,25.5,18.3,14.40
2019-01-19,25.0,18.4,9.60
2019-01-20,26.7,18.2,21.30
2019-01-21,26.2,18.2,12.40
2019-01-22,26.3,19.3,4.40
2019-01-23,27.0,19.1,8.70
2019-01-24,25.8,18.9,10.60
2019-01-25,26.9,18.3,13.60
2019-01-26,26.9,19.1,16.70
2019-01-27,26.2,18.5,11.80
2019-01-28,23.8,18.3,18.90
2019-01-29,26.1,18.2,2.30
2019-01-30,26.1,18.7,17.90
2019-01-31,24.6,18.9,9.60
2019-02-01,23.3,18.0,15.10
2019-02-02,25.2,18.1,17.10
2019-02-03,26.4,18.4,11.50
2019-02-04,25.3,18.4,16.30
2019-02-05,25.7,18.9,10.30
2019-02-06,25.8,18.5,27.20
2019-02-07,25.6,18.9,22.80
2019-02-08,24.2,19.0,25.00
2019-02-09,24.5,18.9,14.00
2019-02-10,25.2,18.4,14.00
2019-02-11,25.5,18.6,17.50
2019-02-12,25.4,18.7,12.00
2019-02-13,25.7,18.0,12.00
2019-02-14,24.9,18.8,12.70
2019-02-15,26.9,18.9,3.80
2019-02-16,25.8,18.8,9.10
2019-02-17,25.5,19.1,11.90
2019-02-18,24.7,19.0,21.90
2019-02-19,24.3,18.4,23.20
2019-02-20,25.1,17.9,24.80
2019-02-21,25.5,18.3,14.60
2019-02-22,26.0,17.8,10.90
2019-02-23,24.6,18.6,20.30
2019-02-24,22.1,18.8,25.20
2019-02-25,26.1,18.5,15.00
2019-02-26,24.6,18.6,5.90
2019-02-27,23.6,18.7,3.80
2019-02-28,25.8,18.3,2.50
2019-03-01,26.6,18.1,6.10
2019-03-02,25.7,18.8,3.80
2019-03-03,26.5,18.3,5.40
2019-03-04,26.8,18.0,13.00
2019-03-05,25.2,18.6,23.20
2019-03-06,26.4,18.0,16.50
2019-03-07,24.9,18.1,33.10
2019-03-08,26.1,17.6,19.60
2019-03-09,26.7,17.6,7.00
2019-03-10,23.2,19.1,42.30
2019-03-11,25.5,18.7,27.30
2019-03-12,25.4,19.0,8.10
2019-03-13,26.9,19.0,4.00
2019-03-14,24.6,18.4,15.00
2019-03-15,27.1,18.5,6.80
2019-03-16,26.1,18.7,19.10
2019-03-17,25.6,18.1,18.10
2019-03-18,25.3,18.3,14.70
2019-03-19,22.3,19.0,31.10
2019-03-20,26.1,18.1,0.10
2019-03-21,25.9,18.6,3.40
2019-03-22,24.5,19.4,7.20
2019-03-23,26.0,18.8,11.40
2019-03-24,24.5,19.0,15.10
2019-03-25,27.0,18.8,0.70
2019-03-26,24.8,19.3,11.40
2019-03-27,26.9,19.1,9.90
2019-03-28,26.6,18.6,7.80
2019-03-29,24.1,18.8,17.60
2019-03-30,26.5,18.6,2.70
2019-03-31,26.5,18.8,8.10
2019-04-01,22.7,18.3,24.00
2019-04-02,23.7,18.8,22.30
2019-04-03,24.3,18.3,5.60
2019-04-04,24.4,18.5,8.30
2019-04-05,25.6,18.9,8.30
2019-04-06,25.4,18.9,20.30
2019-04-07,24.8,18.5,25.00
2019-04-08,26.6,19.0,22.00
2019-04-09,24.6,18.4,16.70
2019-04-10,26.2,18.9,18.00
2019-04-11,27.4,18.8,13.80
2019-04-12,26.8,18.6,34.80
2019-04-13,23.1,18.7,33.20
2019-04-14,25.4,17.8,11.80
2019-04-15,23.8,18.7,35.90
2019-04-16,26.1,18.3,7.20
2019-04-17,24.8,18.7,11.90
2019-04-18,25.2,18.8,9.90
2019-04-19,23.6,19.3,10.30
2019-04-20,24.7,18.9,23.90
2019-04-21,23.4,19.2,28.60
2019-04-22,26.1,18.6,4.30
2019-04-23,25.8,19.0,27.60
2019-04-24,26.4,19.0,8.50
2019-04-25,24.9,18.6,26.00
2019-04-26,25.9,19.1,35.50
2019-04-27,26.6,18.7,3.70
2019-04-28,25.7,18.8,16.90
2019-04-29,24.2,18.5,42.90
2019-04-30,24.4,18.7,45.90
2019-05-01,26.7,19.0,3.40
2019-05-02,25.4,18.0,9.60
2019-05-03,23.7,17.9,27.30
2019-05-04,25.2,18.9,18.50
2019-05-05,27.3,18.8,34.60
2019-05-06,24.7,18.1,21.30
2019-05-07,26.3,18.0,21.30
2019-05-08,23.5,18.7,42.20
2019-05-09,22.5,18.6,20.10
2019-05-10,22.2,17.9,16.40
2019-05-11,24.7,18.3,5.40
2019-05-12,25.3,18.3,26.10
2019-05-13,23.3,18.8,62.90
2019-05-14,23.9,18.2,52.40
2019-05-15,23.4,18.0,28.80
2019-05-16,24.4,18.3,26.60
2019-05-17,23.5,18.0,26.60
2019-05-18,24.9,17.9,5.90
2019-05-19,21.8,18.4,14.00
2019-05-20,23.7,18.7,2.00
2019-05-21,24.9,18.2,13.40
2019-05-22,25.1,18.3,15.60
2019-05-23,23.8,18.4,28.70
2019-05-24,26.9,17.6,14.10
2019-05-25,23.0,18.4,26.50
2019-05-26,25.4,17.9,4.40
2019-05-27,24.4,17.8,24.30
2019-05-28,22.3,17.5,11.60
2019-05-29,24.7,17.5,12.20
2019-05-30,23.1,17.8,25.60
2019-05-31,24.2,17.4,10.30
2019-06-01,25.1,18.0,6.20
2019-06-02,25.9,17.5,7.00
2019-06-03,25.8,17.9,12.30
2019-06-04,26.7,17.2,28.10
2019-06-05,26.2,18.9,23.20
2019-06-06,25.2,18.3,45.70
2019-06-07,22.6,17.9,27.90
2019-06-08,25.0,17.7,11.00
2019-06-09,23.9,17.3,28.10
2019-06-10,23.1,17.6,20.30
2019-06-11,24.3,18.2,14.70
2019-06-12,25.6,18.1,31.80
2019-06-13,23.9,17.9,24.20
2019-06-14,24.9,18.0,29.70
2019-06-15,24.5,18.6,36.40
2019-06-16,25.1,19.0,26.40
2019-06-17,26.6,18.5,0.20
2019-06-18,27.7,19.7,0.10
2019-06-19,26.8,18.9,0.40
2019-06-20,25.8,18.5,1.70
2019-06-21,25.5,18.2,1.20
2019-06-22,24.1,18.7,0.10
2019-06-23,25.0,17.7,11.60
2019-06-24,24.6,18.4,28.40
2019-06-25,23.6,17.9,38.70
2019-06-26,26.6,18.1,4.90
2019-06-27,26.4,18.3,8.50
2019-06-28,25.6,18.1,20.10
2019-06-29,26.6,18.3,24.90
2019-06-30,24.4,17.9,29.30
2019-07-01,25.5,18.0,63.00
2019-07-02,24.1,17.4,24.40
2019-07-03,25.9,18.2,4.70
2019-07-04,27.4,19.1,0.90
2019-07-05,25.8,18.2,15.10
2019-07-06,27.7,19.3,1.20
2019-07-07,26.3,18.1,18.60
2019-07-08,24.9,17.7,50.30
2019-07-09,24.6,17.6,33.00
2019-07-10,25.2,17.0,28.50
2019-07-11,24.4,18.0,22.70
2019-07-12,24.6,17.4,20.20
2019-07-13,24.4,17.8,15.80
2019-07-14,25.5,18.1,42.20
2019-07-15,24.4,17.2,19.80
2019-07-16,24.8,17.4,7.90
2019-07-17,26.2,18.0,12.80
2019-07-18,26.0,17.4,11.50
2019-07-19,26.2,17.3,9.60
2019-07-20,26.6,17.5,34.50
2019-07-21,25.5,18.3,7.30
2019-07-22,24.7,17.6,31.90
2019-07-23,23.6,18.2,66.70
2019-07-24,23.3,17.1,31.90
2019-07-25,25.0,17.5,41.10
2019-07-26,23.4,17.3,35.30
2019-07-27,25.0,17.6,28.20
2019-07-28,25.1,17.5,15.40
2019-07-29,24.7,18.0,4.20
2019-07-30,25.6,17.6,10.20
2019-07-31,26.2,18.3,1.50
2019-08-01,25.3,17.6,26.40
2019-08-02,24.8,18.1,27.00
2019-08-03,24.9,18.3,26.70
2019-08-04,25.7,18.0,19.20
2019-08-05,27.4,18.7,18.30
2019-08-06,26.0,18.6,8.70
2019-08-07,26.3,17.7,24.60
2019-08-08,26.0,17.8,11.60
2019-08-09,27.2,18.6,2.40
2019-08-10,27.1,19.4,7.20
2019-08-11,26.8,18.0,38.80
2019-08-12,26.9,19.0,9.30
2019-08-13,26.6,18.8,23.30
2019-08-14,27.0,18.6,1.90
2019-08-15,26.6,18.0,5.80
2019-08-16,24.2,17.3,19.30
2019-08-17,23.7,17.2,10.60
2019-08-18,26.7,17.9,3.80
2019-08-19,27.8,18.2,9.20
2019-08-20,27.0,18.2,35.60
2019-08-21,27.9,17.4,0.40
2019-08-22,27.0,18.2,1.00
2019-08-23,27.2,18.2,5.60
2019-08-24,28.6,18.4,11.60
2019-08-25,28.1,19.1,1.50
2019-08-26,28.1,19.0,0.60
2019-08-27,28.3,19.2,0.70
2019-08-28,27.4,18.4,3.00
2019-08-29,27.9,18.5,11.50
2019-08-30,27.6,17.6,5.90
2019-08-31,26.1,18.5,20.90
2019-09-01,26.7,18.3,55.20
2019-09-02,24.9,17.8,9.20
2019-09-03,28.5,17.8,14.80
2019-09-04,26.3,18.5,11.10
2019-09-05,26.2,18.2,7.00
2019-09-06,26.3,17.9,11.30
2019-09-07,27.9,18.1,5.90
2019-09-08,28.1,18.7,0.70
2019-09-09,28.5,18.4,4.00
2019-09-10,27.1,17.7,3.20
2019-09-11,26.8,18.0,30.00
2019-09-12,26.4,19.5,53.80
2019-09-13,26.8,18.0,21.60
2019-09-14,27.1,19.2,39.30
2019-09-15,24.9,18.3,25.90
2019-09-16,25.6,18.2,27.20
2019-09-17,26.3,18.2,30.20
2019-09-18,23.2,18.5,51.10
2019-09-19,24.3,18.4,13.70
2019-09-20,24.6,18.6,9.20
2019-09-21,25.2,17.5,13.20
2019-09-22,25.9,17.5,13.70
2019-09-23,25.5,18.3,6.40
2019-09-24,27.7,18.1,6.50
2019-09-25,25.4,18.6,3.40
2019-09-26,25.5,18.1,3.30
2019-09-27,26.3,18.2,5.20
2019-09-28,25.3,18.1,20.40
2019-09-29,25.1,18.2,24.50
2019-09-30,26.2,18.3,17.20
2019-10-01,25.1,18.8,9.00
2019-10-02,24.0,17.8,29.80
2019-10-03,23.7,17.6,35.10
2019-10-04,25.1,16.4,14.40
2019-10-05,25.2,18.1,10.00
2019-10-06,24.9,17.9,4.80
2019-10-07,25.3,18.4,29.10
2019-10-08,23.6,18.1,54.30
2019-10-09,25.2,17.8,7.90
2019-10-10,25.0,17.9,10.50
2019-10-11,25.0,18.0,33.30
2019-10-12,26.2,18.2,30.40
2019-10-13,23.4,18.1,42.30
2019-10-14,24.9,17.7,21.50
2019-10-15,24.6,17.5,20.60
2019-10-16,23.8,17.9,21.70
2019-10-17,25.9,18.0,5.20
2019-10-18,24.7,18.0,34.00
2019-10-19,24.2,18.4,36.20
2019-10-20,24.0,17.9,14.50
2019-10-21,24.5,17.6,16.40
2019-10-22,24.6,17.5,16.60
2019-10-23,24.2,18.1,8.20
2019-10-24,24.9,18.3,21.80
2019-10-25,25.8,18.0,7.70
2019-10-26,24.9,18.4,25.10
2019-10-27,23.5,17.6,21.90
2019-10-28,24.7,17.9,12.90
2019-10-29,23.2,17.9,36.00
2019-10-30,25.7,17.8,13.60
2019-10-31,23.4,18.3,29.20
2019-11-01,24.4,18.0,9.30
2019-11-02,26.5,16.7,7.00
2019-11-03,25.7,18.2,14.80
2019-11-04,23.9,18.6,14.10
2019-11-05,24.7,18.6,9.70
2019-11-06,27.3,17.5,6.90
2019-11-07,26.5,19.0,36.90
2019-11-08,25.7,18.7,17.00
2019-11-09,23.2,19.2,19.10
2019-11-10,25.5,18.0,12.40
2019-11-11,24.2,18.8,34.40
2019-11-12,23.7,19.0,40.90
2019-11-13,23.3,18.2,5.80
2019-11-14,25.3,17.6,6.40
2019-11-15,24.9,18.3,11.70
2019-11-16,25.0,18.2,2.30
2019-11-17,26.0,18.1,2.80
2019-11-18,25.8,18.2,8.30
2019-11-19,25.1,17.7,10.00
2019-11-20,24.6,17.9,30.20
2019-11-21,24.5,18.7,13.20
2019-11-22,23.4,17.8,41.20
2019-11-23,24.9,17.2,3.30
2019-11-24,24.2,18.6,26.10
2019-11-25,26.0,17.1,7.20
2019-11-26,25.7,18.5,21.40
2019-11-27,25.6,18.6,14.00
2019-11-28,25.7,18.5,38.30
2019-11-29,24.3,17.9,18.50
2019-11-30,25.5,18.2,3.00
2019-12-01,25.5,18.3,7.20
2019-12-02,24.4,18.5,10.30
2019-12-03,25.1,18.6,10.80
2019-12-04,24.1,19.0,3.00
2019-12-05,24.8,18.4,3.30
2019-12-06,24.2,17.8,8.30
2019-12-07,22.0,17.6,5.30
2019-12-08,25.9,17.0,1.10
2019-12-09,26.8,17.5,6.40
2019-12-10,25.9,18.4,10.30
2019-12-11,22.6,18.7,8.10
2019-12-12,21.8,18.3,1.80
2019-12-13,23.2,18.4,8.60
2019-12-14,24.6,18.4,16.60
2019-12-15,24.7,17.8,4.90
2019-12-16,25.0,18.8,7.80
2019-12-17,24.0,18.5,16.70
2019-12-18,24.7,18.2,16.50
2019-12-19,25.7,18.5,21.60
2019-12-20,25.3,18.7,36.90
2019-12-21,24.9,18.6,37.00
2019-12-22,25.5,18.0,55.50
2019-12-23,24.9,18.6,42.30
2019-12-24,26.2,18.7,6.50
2019-12-25,25.6,18.2,28.80
2019-12-26,26.2,18.1,22.90
2019-12-27,25.1,17.9,45.70
2019-12-28,25.6,18.2,36.00
2019-12-29,26.4,18.6,32.20
2019-12-30,26.3,19.1,15.70
2019-12-31,24.2,18.7,17.50
2020-01-01,26.1,18.3,6.30
2020-01-02,26.0,19.0,42.00
2020-01-03,25.0,18.0,8.10
2020-01-04,25.6,18.5,5.50
2020-01-05,25.9,18.5,10.40
2020-01-06,26.1,17.8,10.50
2020-01-07,25.3,18.0,2.90
2020-01-08,25.4,17.8,3.20
2020-01-09,25.0,18.5,6.00
2020-01-10,26.6,18.6,1.50
2020-01-11,27.4,17.7,2.10
2020-01-12,26.4,19.0,6.80
2020-01-13,26.7,18.7,2.80
2020-01-14,25.8,19.5,3.10
2020-01-15,25.9,19.1,3.70
2020-01-16,27.4,19.5,1.90
2020-01-17,28.8,19.4,1.20
2020-01-18,28.3,19.9,0.30
2020-01-19,27.1,20.2,13.80
2020-01-20,23.5,19.4,16.80
2020-01-21,22.1,18.7,3.50
2020-01-22,23.8,18.3,3.90
2020-01-23,24.6,18.1,1.60
2020-01-24,26.7,18.2,3.80
2020-01-25,26.4,19.3,9.30
2020-01-26,26.3,18.3,13.70
2020-01-27,24.3,18.6,17.20
2020-01-28,24.9,18.3,5.70
2020-01-29,25.2,18.8,7.70
2020-01-30,25.7,18.4,3.60
2020-01-31,25.9,19.1,9.30
2020-02-01,26.1,19.4,5.80
2020-02-02,24.0,18.3,7.60
2020-02-03,26.1,18.4,2.60
2020-02-04,26.2,18.5,4.00
2020-02-05,25.9,18.8,3.70
2020-02-06,26.2,17.4,0.60
2020-02-07,26.4,18.5,0.90
2020-02-08,25.2,18.7,4.50
2020-02-09,25.9,19.1,11.80
2020-02-10,27.0,18.7,7.10
2020-02-11,27.2,19.6,1.90
2020-02-12,26.2,19.6,3.60
2020-02-13,26.3,19.0,3.60
2020-02-14,26.4,19.8,5.40
2020-02-15,26.1,19.5,4.00
2020-02-16,27.4,19.1,0.60
2020-02-17,27.8,19.6,4.10
2020-02-18,28.7,19.6,1.60
2020-02-19,26.8,18.8,3.60
2020-02-20,25.9,19.6,7.20
2020-02-21,25.5,18.7,7.80
2020-02-22,23.4,19.3,3.70
2020-02-23,27.0,18.8,3.10
2020-02-24,26.6,19.0,10.70
2020-02-25,23.8,19.2,24.40
2020-02-26,22.9,19.1,15.80
2020-02-27,26.4,18.8,13.30
2020-02-28,26.6,18.2,0.60
2020-02-29,27.9,19.7,11.30
2020-03-01,26.6,19.1,9.20
2020-03-02,26.2,18.5,8.70
2020-03-03,27.3,19.3,5.30
2020-03-04,27.3,19.2,30.10
2020-03-05,27.6,19.0,11.80
2020-03-06,26.1,18.7,16.60
2020-03-07,24.9,18.3,8.70
2020-03-08,26.6,18.9,2.90
2020-03-09,27.8,19.3,13.50
2020-03-10,26.6,19.2,13.50
2020-03-11,26.6,19.2,17.30
2020-03-12,26.1,19.4,15.00
2020-03-13,25.5,19.0,27.20
2020-03-14,24.9,19.3,11.20
2020-03-15,25.1,18.8,13.40
2020-03-16,25.1,18.9,7.00
2020-03-17,25.8,18.8,3.90
2020-03-18,26.4,19.2,10.60
2020-03-19,26.4,18.7,3.80
2020-03-20,24.9,17.8,12.30
2020-03-21,26.9,16.9,0.10
2020-03-22,27.7,17.1,0.00
2020-03-23,27.4,17.7,3.70
2020-03-24,25.6,18.5,7.60
2020-03-25,25.3,19.5,4.70
2020-03-26,24.9,18.9,14.00
2020-03-27,25.5,19.1,17.90
2020-03-28,26.4,19.1,8.70
2020-03-29,24.7,19.0,22.40
2020-03-30,24.9,18.2,9.90
2020-03-31,25.2,18.6,16.10
2020-04-01,23.4,18.7,40.30
2020-04-02,25.8,17.9,2.70
2020-04-03,26.1,18.2,13.60
2020-04-04,25.7,19.0,12.60
2020-04-05,25.8,18.9,8.70
2020-04-06,26.6,18.9,45.10
2020-04-07,25.3,18.6,15.70
2020-04-08,26.1,19.3,14.20
2020-04-09,25.2,18.9,29.60
2020-04-10,23.6,19.1,29.30
2020-04-11,23.4,18.5,21.20
2020-04-12,23.5,18.7,33.80
2020-04-13,22.8,18.8,19.40
2020-04-14,24.4,18.4,4.70
2020-04-15,23.5,18.8,2.90
2020-04-16,26.2,18.9,1.20
2020-04-17,26.0,18.1,10.60
2020-04-18,24.6,18.7,37.60
2020-04-19,25.5,18.3,4.00
2020-04-20,26.0,18.6,10.40
2020-04-21,23.8,18.3,10.60
2020-04-22,25.4,18.7,4.30
2020-04-23,24.7,18.3,23.40
2020-04-24,24.5,18.6,23.60
2020-04-25,25.6,18.6,5.40
2020-04-26,25.9,18.2,7.00
2020-04-27,25.3,18.7,9.30
2020-04-28,25.5,18.5,21.30
2020-04-29,25.1,18.5,26.00
2020-04-30,23.8,19.0,23.60
2020-05-01,24.9,18.1,16.70
2020-05-02,26.3,18.5,12.80
2020-05-03,24.1,18.5,26.40
2020-05-04,23.4,18.3,41.10
2020-05-05,25.1,18.0,18.80
2020-05-06,26.2,18.6,36.50
2020-05-07,24.5,18.4,8.30
2020-05-08,25.1,17.9,14.10
2020-05-09,26.4,19.0,9.60
2020-05-10,26.1,19.1,25.60
2020-05-11,24.3,18.9,21.10
2020-05-12,24.8,18.3,23.70
2020-05-13,26.3,18.8,7.10
2020-05-14,26.1,17.9,10.70
2020-05-15,25.2,18.5,24.70
2020-05-16,26.3,18.3,19.30
2020-05-17,25.7,18.8,29.30
2020-05-18,24.0,18.2,45.20
2020-05-19,25.3,18.5,61.70
2020-05-20,25.9,17.9,19.90
2020-05-21,26.2,18.7,24.30
2020-05-22,24.0,18.6,18.70
2020-05-23,24.9,17.3,10.30
2020-05-24,23.5,18.6,6.20
2020-05-25,26.5,18.7,16.70
2020-05-26,26.9,18.9,31.20
2020-05-27,24.3,18.8,57.00
2020-05-28,21.9,17.4,21.40
2020-05-29,22.5,18.1,12.40
2020-05-30,20.5,18.4,31.00
2020-05-31,23.1,17.6,6.70
2020-06-01,23.5,17.3,7.60
2020-06-02,23.9,17.9,9.20
2020-06-03,20.9,18.3,12.80
2020-06-04,26.3,16.7,11.00
2020-06-05,24.6,17.7,30.30
2020-06-06,25.4,17.6,11.60
2020-06-07,24.9,16.8,7.00
2020-06-08,25.4,17.4,0.00
2020-06-09,25.4,18.5,23.40
2020-06-10,24.5,18.2,4.40
2020-06-11,23.7,17.5,3.70
2020-06-12,23.5,17.2,0.90
2020-06-13,25.7,18.0,13.90
2020-06-14,24.8,17.5,24.60
2020-06-15,25.2,17.2,24.90
2020-06-16,25.6,17.2,23.40
2020-06-17,21.4,17.8,44.80
2020-06-18,23.3,17.3,14.60
2020-06-19,25.1,18.0,41.90
2020-06-20,25.4,17.9,31.10
2020-06-21,26.1,18.3,47.00
2020-06-22,25.6,17.6,36.60
2020-06-23,23.7,17.4,41.90
2020-06-24,25.5,17.7,54.60
2020-06-25,25.5,17.4,22.50
2020-06-26,24.4,17.0,27.20
2020-06-27,24.8,17.4,33.90
2020-06-28,22.6,17.3,47.40
2020-06-29,23.8,17.0,11.80
2020-06-30,24.1,17.5,12.60
2020-07-01,24.2,17.5,34.60
2020-07-02,24.2,18.3,33.30
2020-07-03,24.4,17.1,24.00
2020-07-04,21.6,17.4,16.10
2020-07-05,22.4,17.0,15.60
2020-07-06,24.9,17.4,21.00
2020-07-07,24.0,17.2,22.00
2020-07-08,24.1,17.3,13.30
2020-07-09,24.9,17.3,30.00
2020-07-10,21.1,18.3,59.40
2020-07-11,23.2,16.6,15.00
2020-07-12,23.6,17.5,14.60
2020-07-13,24.7,17.2,0.80
2020-07-14,25.8,17.6,18.80
2020-07-15,25.3,17.0,21.80
2020-07-16,25.0,16.9,25.50
2020-07-17,25.5,16.8,1.00
2020-07-18,25.8,18.0,36.50
2020-07-19,24.8,17.3,34.90
2020-07-20,24.6,17.7,47.70
2020-07-21,23.3,17.4,21.30
2020-07-22,24.3,17.7,21.30
2020-07-23,23.9,17.7,25.80
2020-07-24,22.2,17.6,18.20
2020-07-25,23.2,17.3,35.50
2020-07-26,24.4,17.1,16.40
2020-07-27,25.0,17.7,8.40
2020-07-28,24.7,16.9,22.10
2020-07-29,24.7,18.0,33.90
2020-07-30,26.2,18.2,26.40
2020-07-31,27.2,18.1,35.80
2020-08-01,26.7,18.2,12.50
2020-08-02,27.2,18.6,1.20
2020-08-03,27.1,18.8,24.20
2020-08-04,26.3,18.1,17.50
2020-08-05,25.5,18.3,0.90
2020-08-06,25.6,18.3,24.50
2020-08-07,26.3,17.9,8.30
2020-08-08,26.8,19.6,5.50
2020-08-09,26.5,17.9,12.50
2020-08-10,26.4,18.5,15.30
2020-08-11,25.8,18.7,28.00
2020-08-12,26.1,18.9,32.20
2020-08-13,26.2,18.8,84.70
2020-08-14,23.1,17.9,40.00
2020-08-15,23.9,18.1,19.00
2020-08-16,24.6,17.4,39.10
2020-08-17,24.1,16.9,16.50
2020-08-18,25.1,17.9,8.10
2020-08-19,22.2,18.0,19.90
2020-08-20,26.0,17.6,26.00
2020-08-21,25.3,17.4,40.80
2020-08-22,24.8,18.4,14.80
2020-08-23,25.8,18.5,1.00
2020-08-24,25.3,17.9,8.80
2020-08-25,23.6,18.5,16.50
2020-08-26,24.8,17.7,13.20
2020-08-27,24.9,17.4,17.40
2020-08-28,24.4,17.1,28.30
2020-08-29,23.8,17.2,33.90
2020-08-30,24.5,17.5,18.10
2020-08-31,26.6,17.4,2.80
2020-09-01,25.8,18.4,15.40
2020-09-02,25.5,18.4,1.60
2020-09-03,26.5,17.5,5.50
2020-09-04,25.2,17.5,11.10
2020-09-05,27.1,17.7,28.80
2020-09-06,24.1,17.7,30.80
2020-09-07,25.1,17.2,10.20
2020-09-08,21.9,17.9,40.80
2020-09-09,26.2,16.7,2.90
2020-09-10,25.7,18.0,14.20
2020-09-11,26.3,18.1,28.60
2020-09-12,25.1,19.0,14.10
2020-09-13,25.6,17.8,15.90
2020-09-14,27.5,17.8,9.90
2020-09-15,25.0,17.4,33.90
2020-09-16,24.9,17.5,3.90
2020-09-17,24.9,18.1,3.60
2020-09-18,25.4,18.4,5.10
2020-09-19,26.5,19.3,11.40
2020-09-20,25.1,18.8,33.70
2020-09-21,25.1,18.3,25.70
2020-09-22,26.9,18.2,12.10
2020-09-23,25.4,18.4,25.40
2020-09-24,25.9,18.1,47.40
2020-09-25,25.3,18.1,27.30
2020-09-26,24.2,18.1,45.70
2020-09-27,25.6,17.9,9.00
2020-09-28,25.9,17.9,12.60
2020-09-29,23.9,18.3,25.40
2020-09-30,24.7,17.5,24.70
2020-10-01,25.4,18.4,30.50
2020-10-02,25.3,17.8,29.70
2020-10-03,24.9,18.2,33.40
2020-10-04,24.3,18.2,39.50
2020-10-05,25.0,17.7,20.40
2020-10-06,27.4,18.5,11.80
2020-10-07,24.8,17.8,35.90
2020-10-08,24.7,18.0,27.30
2020-10-09,26.0,18.0,9.50
2020-10-10,26.4,18.4,13.80
2020-10-11,24.3,17.8,11.50
2020-10-12,26.6,18.5,2.90
2020-10-13,24.8,18.5,32.70
2020-10-14,25.9,17.9,10.00
2020-10-15,25.8,18.5,36.20
2020-10-16,25.3,18.8,40.30
2020-10-17,25.1,18.2,25.70
2020-10-18,26.8,18.4,31.40
2020-10-19,25.3,18.8,33.90
2020-10-20,26.4,18.5,9.00
2020-10-21,25.5,18.0,28.20
2020-10-22,25.2,18.3,38.50
2020-10-23,24.9,18.0,43.00
2020-10-24,23.3,18.2,41.10
2020-10-25,25.3,18.3,2.20
2020-10-26,24.1,18.4,4.00
2020-10-27,25.8,18.3,2.30
2020-10-28,25.1,17.7,2.10
2020-10-29,26.0,17.2,9.30
2020-10-30,25.3,17.9,37.20
2020-10-31,21.8,18.9,31.00
2020-11-01,23.7,17.8,0.10
2020-11-02,27.0,17.5,0.50
2020-11-03,27.3,18.8,18.10
2020-11-04,27.2,18.7,4.80
2020-11-05,25.0,18.4,9.00
2020-11-06,26.4,19.0,29.60
2020-11-07,27.1,18.5,1.40
2020-11-08,25.5,18.1,12.00
2020-11-09,24.0,18.5,14.40
2020-11-10,25.3,18.6,4.10
2020-11-11,24.9,18.8,4.60
2020-11-12,25.7,18.9,5.80
2020-11-13,25.0,18.4,16.70
2020-11-14,23.5,18.3,12.10
2020-11-15,25.3,18.0,0.90
2020-11-16,25.6,18.8,8.40
2020-11-17,23.4,17.8,10.80
2020-11-18,24.5,18.4,22.60
2020-11-19,24.6,18.3,4.80
2020-11-20,24.7,17.8,14.00
2020-11-21,25.1,18.5,6.10
2020-11-22,25.7,17.8,4.60
2020-11-23,24.6,18.8,13.10
2020-11-24,24.7,18.2,26.60
2020-11-25,25.0,18.1,6.90
2020-11-26,26.1,18.5,0.80
2020-11-27,22.4,18.4,9.70
2020-11-28,25.3,17.9,0.90
2020-11-29,25.9,18.6,6.60
2020-11-30,24.2,18.3,8.00
2020-12-01,25.5,18.4,11.00
2020-12-02,24.4,18.6,33.40
2020-12-03,24.6,17.0,5.00
2020-12-04,25.9,18.1,8.50
