latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
3.4094903,-76.4563,967.0,-18000,America/Bogota,GMT-5

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm)
2016-12-04,23.8,18.8,8.20
2016-12-05,22.8,19.0,5.10
2016-12-06,24.5,17.1,3.90
2016-12-07,23.9,18.3,23.80
2016-12-08,24.3,18.4,19.30
2016-12-09,23.5,18.2,20.50
2016-12-10,25.2,17.2,11.60
2016-12-11,24.9,18.1,0.00
2016-12-12,24.6,17.4,0.10
2016-12-13,24.7,19.3,0.30
2016-12-14,25.0,17.8,5.80
2016-12-15,25.3,18.8,0.70
2016-12-16,24.7,19.1,8.20
2016-12-17,24.8,19.1,15.60
2016-12-18,25.6,17.4,0.60
2016-12-19,22.7,16.4,3.70
2016-12-20,24.2,18.2,8.80
2016-12-21,21.6,18.3,63.10
2016-12-22,22.9,18.3,45.70
2016-12-23,24.6,17.1,3.40
2016-12-24,23.9,18.6,14.50
2016-12-25,23.7,19.3,13.40
2016-12-26,24.8,18.3,9.20
2016-12-27,24.3,18.2,4.60
2016-12-28,25.9,19.4,10.40
2016-12-29,24.0,20.0,4.60
2016-12-30,25.2,19.4,7.50
2016-12-31,24.5,18.7,3.60
2017-01-01,25.2,17.0,12.40
2017-01-02,24.1,18.3,28.50
2017-01-03,25.5,18.5,17.70
2017-01-04,24.4,18.2,8.70
2017-01-05,24.9,18.5,12.70
2017-01-06,25.0,17.7,4.00
2017-01-07,24.2,18.7,2.80
2017-01-08,22.6,18.7,22.30
2017-01-09,25.9,17.8,4.50
2017-01-10,24.5,18.2,13.40
2017-01-11,23.7,17.3,11.80
2017-01-12,24.7,17.9,12.90
2017-01-13,24.5,17.9,16.40
2017-01-14,21.3,18.3,14.40
2017-01-15,25.6,17.3,1.50
2017-01-16,24.0,18.3,5.10
2017-01-17,22.2,17.8,10.00
2017-01-18,24.4,18.4,5.20
2017-01-19,26.1,18.0,7.50
2017-01-20,24.8,17.8,6.00
2017-01-21,20.5,17.9,17.80
2017-01-22,25.2,15.2,0.00
2017-01-23,26.1,15.9,0.00
2017-01-24,24.8,16.2,1.10
2017-01-25,25.6,17.2,1.30
2017-01-26,24.4,17.8,16.90
2017-01-27,24.5,18.5,19.50
2017-01-28,25.1,18.4,45.60
2017-01-29,24.6,18.2,15.60
2017-01-30,23.8,18.3,24.80
2017-01-31,23.7,17.8,41.90
2017-02-01,24.8,18.1,16.30
2017-02-02,25.8,18.5,6.60
2017-02-03,24.8,18.1,19.20
2017-02-04,25.7,18.2,9.20
2017-02-05,25.7,18.0,10.20
2017-02-06,26.1,19.0,10.60
2017-02-07,25.3,19.0,16.10
2017-02-08,25.6,18.4,10.50
2017-02-09,25.7,19.0,6.50
2017-02-10,25.0,18.6,4.90
2017-02-11,26.6,18.6,1.80
2017-02-12,22.3,18.6,10.80
2017-02-13,25.7,18.0,1.80
2017-02-14,27.0,16.6,0.00
2017-02-15,25.3,17.0,0.00
2017-02-16,25.5,18.1,1.30
2017-02-17,25.1,17.5,1.00
2017-02-18,26.3,18.0,0.40
2017-02-19,25.6,17.4,7.80
2017-02-20,26.1,18.2,18.70
2017-02-21,26.3,18.0,10.10
2017-02-22,23.5,17.9,0.20
2017-02-23,26.1,17.6,0.60
2017-02-24,25.2,16.8,3.50
2017-02-25,25.4,18.4,9.30
2017-02-26,22.8,18.1,4.30
2017-02-27,24.5,17.9,4.20
2017-02-28,24.0,18.3,12.40
2017-03-01,24.7,17.7,12.80
2017-03-02,25.1,18.0,0.50
2017-03-03,25.6,18.6,5.30
2017-03-04,25.2,18.4,20.50
2017-03-05,24.1,18.9,38.90
2017-03-06,25.9,18.7,33.90
2017-03-07,23.9,18.5,27.20
2017-03-08,21.8,18.6,37.10
2017-03-09,25.6,17.9,8.90
2017-03-10,25.0,18.6,32.40
2017-03-11,25.7,18.7,18.50
2017-03-12,24.0,18.2,18.30
2017-03-13,25.5,17.6,11.90
2017-03-14,24.0,18.7,14.30
2017-03-15,22.6,18.1,14.00
2017-03-16,25.6,17.7,8.60
2017-03-17,24.5,18.1,6.70
2017-03-18,25.2,17.9,7.80
2017-03-19,24.7,18.6,9.00
2017-03-20,26.3,18.4,5.40
2017-03-21,26.7,17.9,2.90
2017-03-22,24.1,18.6,16.30
2017-03-23,25.0,18.2,15.20
2017-03-24,24.3,18.5,11.10
2017-03-25,25.3,18.4,5.40
2017-03-26,23.0,18.8,17.10
2017-03-27,25.0,18.8,0.00
2017-03-28,25.9,18.8,6.00
2017-03-29,24.5,19.0,18.40
2017-03-30,24.0,18.6,22.60
2017-03-31,21.8,18.4,23.80
2017-04-01,25.3,17.5,22.00
2017-04-02,26.4,17.7,10.50
2017-04-03,26.8,18.6,20.00
2017-04-04,26.7,18.5,8.60
2017-04-05,26.5,18.5,28.80
2017-04-06,27.7,18.8,9.80
2017-04-07,25.5,18.7,12.00
2017-04-08,22.3,19.6,30.80
2017-04-09,22.7,18.6,38.10
2017-04-10,26.0,18.1,11.80
2017-04-11,26.3,18.3,14.90
2017-04-12,25.6,18.6,12.90
2017-04-13,27.5,19.1,23.90
2017-04-14,23.0,19.1,69.60
2017-04-15,27.6,17.6,21.50
2017-04-16,25.9,18.7,43.80
2017-04-17,23.7,18.9,26.60
2017-04-18,26.1,18.7,12.80
2017-04-19,21.7,18.6,30.50
2017-04-20,25.4,18.5,20.40
2017-04-21,25.9,17.7,0.20
2017-04-22,26.7,18.4,1.90
2017-04-23,27.6,18.5,21.00
2017-04-24,24.6,19.2,29.50
2017-04-25,25.0,18.6,10.10
2017-04-26,22.9,19.0,20.00
2017-04-27,26.4,17.9,0.50
2017-04-28,26.5,19.5,19.80
2017-04-29,25.9,18.2,57.90
2017-04-30,22.3,18.6,57.70
2017-05-01,23.2,18.0,27.30
2017-05-02,25.2,18.7,22.00
2017-05-03,24.2,18.6,17.20
2017-05-04,25.2,18.0,4.10
2017-05-05,24.7,18.3,22.60
2017-05-06,23.0,19.0,48.80
2017-05-07,23.0,18.0,7.60
2017-05-08,24.2,18.1,5.30
2017-05-09,24.9,18.4,10.70
2017-05-10,22.6,18.5,30.50
2017-05-11,23.6,18.6,8.90
2017-05-12,25.3,19.0,4.50
2017-05-13,24.6,18.8,8.00
2017-05-14,24.2,19.3,15.40
2017-05-15,25.8,19.0,12.70
2017-05-16,24.1,18.4,23.00
2017-05-17,26.1,18.5,13.10
2017-05-18,24.9,18.8,51.30
2017-05-19,26.6,18.2,22.60
2017-05-20,23.4,18.8,33.60
2017-05-21,24.1,18.4,26.40
2017-05-22,25.2,18.6,22.30
2017-05-23,25.3,18.0,3.10
2017-05-24,26.7,18.9,6.00
2017-05-25,25.9,19.0,6.10
2017-05-26,26.0,18.2,10.90
2017-05-27,26.0,17.9,31.90
2017-05-28,26.7,19.0,20.20
2017-05-29,24.8,18.4,30.30
2017-05-30,25.4,18.5,22.50
2017-05-31,23.2,18.4,34.90
2017-06-01,25.7,18.5,12.30
2017-06-02,25.8,19.0,4.90
2017-06-03,25.7,18.9,14.10
2017-06-04,25.7,18.7,16.30
2017-06-05,26.9,19.1,5.40
2017-06-06,25.4,19.4,20.20
2017-06-07,21.6,17.9,47.40
2017-06-08,23.9,18.2,9.70
2017-06-09,25.6,18.5,13.20
2017-06-10,25.1,18.2,6.90
2017-06-11,23.7,18.6,20.70
2017-06-12,23.5,18.0,9.30
2017-06-13,24.6,18.2,11.20
2017-06-14,24.1,18.1,10.80
2017-06-15,24.2,17.9,21.90
2017-06-16,26.2,17.9,44.50
2017-06-17,23.6,17.5,24.80
2017-06-18,24.2,18.0,25.50
2017-06-19,23.9,18.3,22.80
2017-06-20,24.3,18.3,15.30
2017-06-21,23.4,18.3,49.70
2017-06-22,24.8,17.8,25.30
2017-06-23,25.0,17.3,14.00
2017-06-24,25.9,17.7,31.60
2017-06-25,23.5,17.8,35.70
2017-06-26,25.5,18.1,16.10
2017-06-27,22.7,17.9,12.50
2017-06-28,24.1,18.0,22.70
2017-06-29,24.1,17.7,19.70
2017-06-30,26.5,18.0,20.30
2017-07-01,25.6,18.1,6.90
2017-07-02,25.6,18.6,44.70
2017-07-03,23.6,18.0,16.60
2017-07-04,25.7,17.4,17.00
2017-07-05,25.6,18.2,34.40
2017-07-06,26.2,17.7,12.20
2017-07-07,25.7,18.4,13.80
2017-07-08,25.6,19.0,8.70
2017-07-09,24.8,18.3,30.90
2017-07-10,22.9,17.7,31.60
2017-07-11,25.2,17.9,31.70
2017-07-12,25.9,17.7,32.70
2017-07-13,25.8,18.3,15.20
2017-07-14,24.3,18.0,23.60
2017-07-15,24.4,18.1,25.00
2017-07-16,26.5,18.1,6.40
2017-07-17,25.1,18.3,7.70
2017-07-18,24.3,17.8,27.60
2017-07-19,25.8,18.5,63.50
2017-07-20,25.4,17.7,14.10
2017-07-21,25.0,17.2,39.70
2017-07-22,25.3,18.3,59.90
2017-07-23,25.4,17.7,13.20
2017-07-24,26.3,17.8,15.30
2017-07-25,26.6,19.0,12.00
2017-07-26,26.8,18.7,13.30
2017-07-27,25.7,17.3,38.20
2017-07-28,26.1,18.8,33.80
2017-07-29,24.2,17.3,20.60
2017-07-30,23.1,17.9,25.10
2017-07-31,26.0,16.9,22.80
2017-08-01,25.1,17.6,16.60
2017-08-02,25.5,18.3,1.10
2017-08-03,26.4,19.1,14.40
2017-08-04,22.7,18.3,38.10
2017-08-05,25.1,17.6,27.30
2017-08-06,25.8,17.5,22.00
2017-08-07,25.6,18.0,52.80
2017-08-08,25.0,18.0,7.80
2017-08-09,25.5,17.9,49.30
2017-08-10,24.7,18.1,12.30
2017-08-11,24.5,18.3,35.40
2017-08-12,24.1,18.1,13.30
2017-08-13,24.9,17.7,15.20
2017-08-14,25.9,18.0,2.90
2017-08-15,24.8,17.0,18.90
2017-08-16,24.7,18.2,33.30
2017-08-17,26.2,17.6,15.70
2017-08-18,22.6,18.2,20.20
2017-08-19,24.7,18.3,13.60
2017-08-20,24.5,17.8,22.70
2017-08-21,26.3,17.3,10.20
2017-08-22,25.5,18.3,13.00
2017-08-23,25.4,18.0,19.50
2017-08-24,24.5,16.9,16.20
2017-08-25,24.9,17.8,14.70
2017-08-26,25.1,17.0,20.10
2017-08-27,25.9,17.8,39.30
2017-08-28,24.2,18.0,37.30
2017-08-29,24.5,17.1,16.50
2017-08-30,25.9,17.4,27.80
2017-08-31,26.3,16.9,20.10
2017-09-01,27.1,17.5,0.00
2017-09-02,25.7,18.2,24.50
2017-09-03,27.4,18.0,14.60
2017-09-04,26.5,18.2,9.00
2017-09-05,26.6,17.6,3.60
2017-09-06,25.8,18.6,38.20
2017-09-07,25.8,18.3,2.00
2017-09-08,22.7,18.0,13.30
2017-09-09,25.0,17.4,8.50
2017-09-10,24.4,18.1,16.00
2017-09-11,25.3,18.0,7.00
2017-09-12,25.0,17.4,46.60
2017-09-13,25.2,18.2,20.90
2017-09-14,26.7,18.0,19.80
2017-09-15,25.4,18.0,20.80
2017-09-16,25.8,18.4,47.10
2017-09-17,25.9,18.5,25.60
2017-09-18,26.7,18.1,23.20
2017-09-19,26.5,18.4,29.60
2017-09-20,26.5,18.8,12.60
2017-09-21,27.0,18.2,7.80
2017-09-22,26.9,18.6,9.90
2017-09-23,26.0,17.6,28.70
2017-09-24,26.2,18.5,41.70
2017-09-25,24.8,18.5,28.10
2017-09-26,26.0,17.7,11.20
2017-09-27,27.0,18.3,3.60
2017-09-28,23.7,18.9,21.80
2017-09-29,26.1,18.6,10.00
2017-09-30,24.5,18.6,16.70
2017-10-01,25.1,17.4,11.80
2017-10-02,22.4,18.6,9.20
2017-10-03,24.7,17.6,9.40
2017-10-04,22.6,18.6,13.40
2017-10-05,22.6,17.4,24.50
2017-10-06,24.1,17.7,12.40
2017-10-07,25.1,17.8,25.90
2017-10-08,25.9,18.1,13.50
2017-10-09,25.0,17.6,2.10
2017-10-10,26.3,17.2,7.20
2017-10-11,24.3,18.1,15.30
2017-10-12,25.8,18.5,17.50
2017-10-13,23.4,17.5,29.00
2017-10-14,25.3,17.9,26.90
2017-10-15,25.7,18.7,22.50
2017-10-16,26.4,18.5,6.70
2017-10-17,28.0,19.1,13.50
2017-10-18,26.7,18.6,4.60
2017-10-19,24.8,19.0,13.20
2017-10-20,24.6,18.1,3.30
2017-10-21,23.2,18.7,17.30
2017-10-22,23.2,18.8,24.60
2017-10-23,25.9,18.6,47.00
2017-10-24,21.3,17.9,25.60
2017-10-25,24.6,16.7,1.90
2017-10-26,26.9,18.3,1.40
2017-10-27,26.5,18.2,3.60
2017-10-28,22.3,18.2,11.70
2017-10-29,24.8,17.9,0.50
2017-10-30,23.1,18.2,19.90
2017-10-31,24.6,17.9,17.20
2017-11-01,25.7,18.7,2.80
2017-11-02,25.7,18.4,9.50
2017-11-03,24.9,18.4,22.90
2017-11-04,23.4,18.5,11.50
2017-11-05,25.6,18.1,3.00
2017-11-06,26.4,18.5,11.10
2017-11-07,26.5,18.2,1.90
2017-11-08,26.2,17.2,0.70
2017-11-09,24.2,18.3,15.80
2017-11-10,25.4,19.2,13.40
2017-11-11,25.2,18.6,15.30
2017-11-12,22.7,18.5,5.10
2017-11-13,23.5,18.2,37.70
2017-11-14,24.4,18.5,31.10
2017-11-15,22.1,18.4,17.80
2017-11-16,24.2,18.3,7.60
2017-11-17,22.9,17.9,56.30
2017-11-18,25.9,18.1,0.20
2017-11-19,23.0,18.8,16.20
2017-11-20,22.0,18.5,5.00
2017-11-21,24.3,17.0,7.20
2017-11-22,25.4,17.7,6.10
2017-11-23,25.0,18.3,10.50
2017-11-24,24.5,18.0,10.40
2017-11-25,24.9,18.1,9.00
2017-11-26,24.6,18.6,11.60
2017-11-27,24.4,18.5,16.90
2017-11-28,25.0,18.7,16.80
2017-11-29,24.6,18.6,14.90
2017-11-30,25.5,19.1,16.00
2017-12-01,25.7,19.0,30.60
2017-12-02,25.1,18.4,7.50
2017-12-03,24.6,18.3,29.40
2017-12-04,25.2,18.2,38.20
2017-12-05,25.7,18.7,39.70
2017-12-06,26.0,18.4,3.90
2017-12-07,24.9,18.5,30.00
2017-12-08,24.6,17.9,27.10
2017-12-09,24.3,18.6,6.20
2017-12-10,22.6,18.0,9.30
2017-12-11,20.8,18.6,31.00
2017-12-12,22.2,17.8,14.20
2017-12-13,26.2,17.2,0.00
2017-12-14,25.8,18.5,2.20
2017-12-15,25.7,17.9,22.00
2017-12-16,25.0,18.2,23.60
2017-12-17,25.7,18.6,3.90
2017-12-18,25.3,17.9,10.60
2017-12-19,26.8,18.5,4.90
2017-12-20,24.9,18.2,7.50
2017-12-21,25.7,18.3,10.40
2017-12-22,25.2,18.2,12.70
2017-12-23,23.9,18.6,11.50
2017-12-24,22.9,18.6,12.80
2017-12-25,24.6,17.7,13.60
2017-12-26,23.0,17.8,19.40
2017-12-27,24.0,17.1,4.70
2017-12-28,23.5,17.8,5.00
2017-12-29,23.6,17.9,4.50
2017-12-30,24.2,17.8,3.40
2017-12-31,23.1,17.8,14.50
2018-01-01,20.3,17.9,35.90
2018-01-02,25.6,17.9,5.60
2018-01-03,25.6,17.5,11.30
2018-01-04,24.8,18.0,3.70
2018-01-05,24.0,18.2,6.80
2018-01-06,24.8,18.1,9.30
2018-01-07,25.3,17.6,6.20
2018-01-08,25.5,17.4,13.00
2018-01-09,23.2,18.1,19.80
2018-01-10,24.9,15.9,0.60
2018-01-11,25.1,17.6,17.20
2018-01-12,23.1,17.5,25.40
2018-01-13,21.7,17.1,11.50
2018-01-14,23.5,16.9,13.50
2018-01-15,22.8,17.0,17.60
2018-01-16,24.4,17.2,7.70
2018-01-17,22.0,17.6,22.80
2018-01-18,23.4,17.8,37.40
2018-01-19,24.0,16.8,38.60
2018-01-20,25.0,17.6,43.30
2018-01-21,25.1,17.2,18.20
2018-01-22,24.7,17.5,16.20
2018-01-23,21.7,16.6,15.60
2018-01-24,25.6,16.9,8.30
2018-01-25,24.5,17.5,14.50
2018-01-26,23.6,17.5,12.20
2018-01-27,25.0,18.2,3.20
2018-01-28,24.1,17.9,19.70
2018-01-29,24.9,18.6,5.10
2018-01-30,24.8,18.1,13.60
2018-01-31,25.1,18.5,9.30
2018-02-01,24.5,18.2,21.80
2018-02-02,25.1,18.2,22.20
2018-02-03,25.7,18.4,14.30
2018-02-04,25.6,18.0,2.20
2018-02-05,24.6,19.3,12.60
2018-02-06,24.6,18.5,3.90
2018-02-07,25.4,18.4,3.60
2018-02-08,25.9,18.8,1.80
2018-02-09,27.3,18.8,8.80
2018-02-10,25.0,18.6,5.90
2018-02-11,23.1,18.9,9.30
2018-02-12,26.4,18.1,9.50
2018-02-13,25.4,18.3,10.80
2018-02-14,24.8,18.1,9.80
2018-02-15,24.9,18.9,20.60
2018-02-16,24.9,19.0,13.00
2018-02-17,24.4,18.5,17.10
2018-02-18,25.7,18.3,3.40
2018-02-19,24.6,18.6,7.90
2018-02-20,25.7,18.3,4.00
2018-02-21,24.8,18.7,1.60
2018-02-22,24.3,18.1,2.50
2018-02-23,25.4,17.5,2.20
2018-02-24,24.0,17.1,3.00
2018-02-25,25.1,16.8,0.00
2018-02-26,25.7,16.3,0.00
2018-02-27,25.8,17.1,0.30
2018-02-28,26.4,17.7,0.00
2018-03-01,26.5,18.1,1.60
2018-03-02,24.3,18.9,21.00
2018-03-03,23.5,18.5,8.20
2018-03-04,23.5,18.6,21.00
2018-03-05,22.1,18.0,18.40
2018-03-06,24.4,18.2,7.00
2018-03-07,24.5,18.4,12.00
2018-03-08,24.7,17.6,7.00
2018-03-09,25.8,18.5,4.00
2018-03-10,27.0,19.1,4.40
2018-03-11,27.5,19.9,1.10
2018-03-12,26.6,18.9,5.00
2018-03-13,25.8,18.6,19.30
2018-03-14,26.2,18.6,12.10
2018-03-15,25.5,18.6,13.70
2018-03-16,26.2,18.5,3.00
2018-03-17,25.4,18.6,9.40
2018-03-18,25.3,17.9,8.00
2018-03-19,24.4,18.6,4.30
2018-03-20,25.4,18.3,28.50
2018-03-21,25.3,18.3,24.30
2018-03-22,23.8,19.0,32.50
2018-03-23,26.1,18.8,18.50
2018-03-24,23.6,18.2,18.90
2018-03-25,25.6,17.8,6.00
2018-03-26,25.1,19.0,17.30
2018-03-27,26.2,18.3,11.00
2018-03-28,24.7,18.5,3.80
2018-03-29,24.3,18.4,35.40
2018-03-30,23.0,18.3,28.10
2018-03-31,24.5,18.6,18.90
2018-04-01,24.2,18.4,18.30
2018-04-02,24.3,19.0,11.60
2018-04-03,24.2,18.6,16.90
2018-04-04,22.4,18.2,18.20
2018-04-05,25.6,17.6,17.70
2018-04-06,23.7,17.9,24.80
2018-04-07,26.4,18.1,0.00
2018-04-08,26.7,18.0,0.20
2018-04-09,25.6,18.7,4.20
2018-04-10,23.2,18.1,13.90
2018-04-11,23.4,18.0,13.90
2018-04-12,23.9,17.9,15.80
2018-04-13,24.7,18.0,19.20
2018-04-14,24.7,18.1,2.80
2018-04-15,25.6,17.7,18.30
2018-04-16,25.2,18.7,26.40
2018-04-17,24.8,17.7,7.50
2018-04-18,24.4,18.3,23.50
2018-04-19,25.1,18.9,43.70
2018-04-20,23.8,18.5,15.00
2018-04-21,25.9,18.0,26.90
2018-04-22,22.9,17.4,23.10
2018-04-23,25.1,17.5,16.40
2018-04-24,24.8,18.1,23.00
2018-04-25,23.3,18.3,22.40
2018-04-26,23.9,18.2,33.70
2018-04-27,21.8,18.3,32.50
2018-04-28,24.0,18.1,34.40
2018-04-29,21.1,17.8,19.70
2018-04-30,24.7,16.9,4.20
2018-05-01,23.9,18.1,18.80
2018-05-02,26.2,18.3,17.50
2018-05-03,24.6,18.5,14.60
2018-05-04,26.1,18.1,15.10
2018-05-05,24.8,18.0,8.20
2018-05-06,24.5,18.6,28.10
2018-05-07,23.4,18.2,24.40
2018-05-08,24.6,17.6,5.50
2018-05-09,25.1,17.7,10.70
2018-05-10,24.7,17.3,18.80
2018-05-11,24.4,18.1,21.40
2018-05-12,24.8,17.8,35.90
2018-05-13,20.4,18.2,25.50
2018-05-14,24.8,17.2,2.20
2018-05-15,24.6,17.6,4.80
2018-05-16,24.9,17.5,12.70
2018-05-17,24.3,17.1,36.40
2018-05-18,25.0,18.2,34.90
2018-05-19,25.6,17.1,10.10
2018-05-20,23.0,18.0,35.50
2018-05-21,23.7,17.9,19.00
2018-05-22,24.4,17.8,16.80
2018-05-23,21.3,18.0,27.80
2018-05-24,24.4,16.1,17.80
2018-05-25,25.5,17.8,10.00
2018-05-26,23.5,18.1,59.70
2018-05-27,23.6,17.9,43.60
2018-05-28,23.7,18.0,20.50
2018-05-29,24.9,17.9,3.70
2018-05-30,23.4,18.3,28.50
2018-05-31,26.1,18.2,26.60
2018-06-01,23.0,18.3,24.80
2018-06-02,25.7,18.0,11.90
2018-06-03,26.0,18.0,60.60
2018-06-04,24.4,18.1,34.50
2018-06-05,24.8,18.2,33.50
2018-06-06,23.7,18.4,12.70
2018-06-07,25.3,18.0,9.70
2018-06-08,26.5,17.4,13.80
2018-06-09,23.8,18.6,37.70
2018-06-10,22.2,18.3,48.20
2018-06-11,24.3,18.2,28.70
2018-06-12,24.7,18.2,38.20
2018-06-13,25.7,17.6,8.30
2018-06-14,24.6,17.9,40.30
2018-06-15,25.4,17.9,43.40
2018-06-16,25.3,17.6,18.10
2018-06-17,25.2,18.5,3.30
2018-06-18,25.8,18.1,79.30
2018-06-19,24.9,17.2,39.40
2018-06-20,24.9,17.5,17.70
2018-06-21,24.7,17.3,23.80
2018-06-22,25.0,16.7,14.80
2018-06-23,22.9,17.7,46.50
2018-06-24,24.4,17.1,37.30
2018-06-25,25.4,16.6,36.30
2018-06-26,23.4,16.9,29.40
2018-06-27,23.5,17.3,51.30
2018-06-28,23.5,16.9,29.50
2018-06-29,23.5,16.8,23.80
2018-06-30,22.6,16.3,54.40
2018-07-01,23.7,16.6,20.10
2018-07-02,23.7,16.9,5.90
2018-07-03,25.3,17.8,5.80
2018-07-04,25.2,17.5,26.00
2018-07-05,24.1,18.0,30.10
2018-07-06,25.1,17.6,31.30
2018-07-07,24.3,18.1,26.90
2018-07-08,23.7,17.7,21.30
2018-07-09,25.8,18.0,7.20
2018-07-10,26.6,17.1,44.00
2018-07-11,25.7,17.4,21.70
2018-07-12,25.7,17.4,16.40
2018-07-13,26.1,19.2,7.10
2018-07-14,25.3,18.2,7.30
2018-07-15,25.6,17.9,22.10
2018-07-16,25.6,18.3,8.90
2018-07-17,25.4,17.7,40.00
2018-07-18,25.5,17.5,27.30
2018-07-19,25.3,17.7,50.60
2018-07-20,23.7,18.2,37.80
2018-07-21,26.0,17.9,49.10
2018-07-22,25.1,18.3,43.70
2018-07-23,25.1,16.5,37.10
2018-07-24,22.1,17.6,47.20
2018-07-25,25.4,17.1,14.70
2018-07-26,25.7,17.8,54.70
2018-07-27,22.3,17.9,35.20
2018-07-28,24.6,17.3,41.00
2018-07-29,23.2,17.7,71.10
2018-07-30,22.3,16.9,43.80
2018-07-31,24.6,17.8,26.50
2018-08-01,26.4,16.4,34.00
2018-08-02,25.6,17.3,27.60
2018-08-03,25.5,18.1,62.40
2018-08-04,25.0,17.9,16.50
2018-08-05,25.3,16.8,2.20
2018-08-06,26.7,19.1,14.00
2018-08-07,27.7,16.9,3.10
2018-08-08,27.3,17.9,5.90
2018-08-09,27.1,18.6,0.30
2018-08-10,26.4,18.2,0.40
2018-08-11,27.7,18.2,0.00
2018-08-12,26.2,16.3,9.10
2018-08-13,25.3,17.4,32.40
2018-08-14,23.0,17.6,43.90
2018-08-15,25.6,17.4,8.40
2018-08-16,26.0,18.3,6.40
2018-08-17,25.5,18.3,10.90
2018-08-18,25.1,16.8,4.70
2018-08-19,25.0,18.1,3.80
2018-08-20,26.3,17.6,20.80
2018-08-21,26.3,17.0,13.00
2018-08-22,26.4,18.1,13.20
2018-08-23,25.8,17.4,22.70
2018-08-24,25.9,17.9,50.50
2018-08-25,25.2,17.4,22.90
2018-08-26,25.5,17.2,18.70
2018-08-27,25.9,17.6,19.90
2018-08-28,25.7,17.7,31.40
2018-08-29,25.1,17.6,34.60
2018-08-30,25.6,17.2,56.90
2018-08-31,24.9,17.8,41.80
2018-09-01,25.0,17.5,10.90
2018-09-02,26.0,16.8,18.00
2018-09-03,25.4,17.8,31.00
2018-09-04,25.4,17.8,28.90
2018-09-05,25.4,18.5,37.70
2018-09-06,25.7,17.5,29.70
2018-09-07,22.0,17.1,27.70
2018-09-08,25.5,17.7,9.40
2018-09-09,25.9,17.1,9.10
2018-09-10,26.0,18.2,15.80
2018-09-11,26.5,18.0,24.60
2018-09-12,24.8,18.1,22.10
2018-09-13,22.1,18.0,34.50
2018-09-14,22.9,17.4,21.10
2018-09-15,22.6,17.2,26.90
2018-09-16,23.8,17.9,5.80
2018-09-17,26.4,16.5,2.00
2018-09-18,25.9,16.6,4.20
2018-09-19,26.6,17.2,48.10
2018-09-20,27.1,16.6,8.50
2018-09-21,26.4,17.9,19.40
2018-09-22,25.6,17.7,20.00
2018-09-23,26.4,17.9,44.00
2018-09-24,25.9,17.8,14.70
2018-09-25,24.9,18.0,15.80
2018-09-26,25.8,18.1,34.70
2018-09-27,24.4,18.1,26.30
2018-09-28,26.8,18.3,7.80
2018-09-29,27.5,17.9,8.60
2018-09-30,27.4,18.4,2.60
2018-10-01,28.4,18.6,15.10
2018-10-02,26.7,18.9,9.60
2018-10-03,27.6,19.0,8.80
2018-10-04,25.5,18.7,17.90
2018-10-05,25.7,18.4,46.30
2018-10-06,24.9,17.7,4.50
2018-10-07,25.7,18.2,8.30
2018-10-08,24.5,18.5,8.90
2018-10-09,23.2,18.2,7.60
2018-10-10,26.3,18.4,2.80
2018-10-11,25.2,18.3,1.40
2018-10-12,24.9,18.7,4.90
2018-10-13,25.5,18.0,1.30
2018-10-14,26.2,17.8,0.30
2018-10-15,26.1,18.0,7.50
2018-10-16,23.6,18.4,9.50
2018-10-17,24.2,18.0,22.00
2018-10-18,24.2,18.0,13.50
2018-10-19,26.5,18.2,0.70
2018-10-20,25.6,18.6,7.60
2018-10-21,25.1,17.0,0.00
2018-10-22,24.6,17.8,13.80
2018-10-23,24.6,18.6,8.60
2018-10-24,25.7,18.2,32.00
2018-10-25,26.5,18.1,5.60
2018-10-26,25.3,18.5,16.50
2018-10-27,25.4,18.4,32.00
2018-10-28,25.8,18.4,42.60
2018-10-29,21.2,18.0,38.30
2018-10-30,25.1,18.5,17.30
2018-10-31,25.8,18.1,15.60
2018-11-01,24.7,18.2,15.50
2018-11-02,22.1,18.3,23.60
2018-11-03,22.8,18.1,6.40
2018-11-04,24.2,17.9,5.90
2018-11-05,24.5,17.7,2.20
2018-11-06,26.3,17.5,3.30
2018-11-07,27.5,18.8,6.70
2018-11-08,24.2,18.9,29.60
2018-11-09,24.1,18.5,22.50
2018-11-10,25.2,18.4,13.40
2018-11-11,22.5,18.9,19.70
2018-11-12,24.4,18.1,13.70
2018-11-13,23.4,18.6,33.20
2018-11-14,23.9,18.6,19.40
2018-11-15,25.4,18.2,2.90
2018-11-16,24.9,19.1,21.90
2018-11-17,24.2,18.9,8.10
2018-11-18,25.7,18.3,19.30
2018-11-19,26.5,19.1,19.50
2018-11-20,25.3,18.5,6.20
2018-11-21,22.7,18.9,29.90
2018-11-22,24.8,18.1,0.80
2018-11-23,25.7,18.2,6.70
2018-11-24,25.7,19.3,13.30
2018-11-25,25.2,19.1,9.00
2018-11-26,25.2,18.9,19.90
2018-11-27,23.4,18.1,17.20
2018-11-28,25.1,18.5,0.80
2018-11-29,25.8,18.3,9.60
2018-11-30,22.7,18.3,17.80
2018-12-01,26.0,17.6,1.90
2018-12-02,25.3,18.5,19.20
2018-12-03,25.4,18.0,12.90
2018-12-04,24.3,17.8,29.00
